name,vrom_start,vrom_end,rom_start,rom_end,vram_start,overlay_dir
ovl_En_Stream,E6B380,E6B910,C7C530,C7C920,80ACFFB0,actors
ovl_En_Mm,E6B910,E6CF70,C7C920,C7D770,80AD0540,actors
ovl_En_Ko,E6CF70,E710B0,C7D770,C7F6F0,80AD1BA0,actors
ovl_En_Kz,E710B0,E72650,C7F6F0,C80480,80AD5CE0,actors
ovl_En_Weather_Tag,E72650,E73540,C80480,C80AA0,80AD7280,actors
ovl_Bg_Sst_Floor,E73540,E73AA0,C80AA0,C80EB0,80AD8170,actors
ovl_En_Ani,E73AA0,E74810,C80EB0,C816C0,80AD86D0,actors
ovl_En_Ex_Item,E74810,E75990,C816C0,C82120,80AD9440,actors
ovl_Bg_Jya_Ironobj,E75990,E76740,C82120,C82910,80ADA5C0,actors
ovl_En_Js,E76740,E77110,C82910,C82F00,80ADB370,actors
ovl_En_Jsjutan,E77110,E7BEE0,C82F00,C847E0,80ADBD40,actors
ovl_En_Cs,E7BEE0,E7D110,C847E0,C85380,80AE1670,actors
ovl_En_Md,E7D110,E7F780,C85380,C866E0,80AE28A0,actors
ovl_En_Hy,E7F780,E830C0,C866E0,C88530,80AE4F10,actors
ovl_En_Ganon_Mant,E830C0,E872F0,C88530,C89E00,80AE8850,actors
ovl_En_Okarina_Effect,E872F0,E876B0,C89E00,C8A080,80AECA80,actors
ovl_En_Mag,E876B0,E8A6F0,C8A080,C8B630,80AECE40,actors
ovl_Door_Gerudo,E8A6F0,E8ACE0,C8B630,C8BA60,80AF1E80,actors
ovl_Elf_Msg2,E8ACE0,E8B150,C8BA60,C8BCE0,80AF2470,actors
ovl_Demo_Gt,E8B150,E90760,C8BCE0,C8E1A0,80AF28E0,actors
ovl_En_Po_Field,E90760,E94160,C8E1A0,C903D0,80AF7EF0,actors
ovl_Efc_Erupc,E94160,E94C50,C903D0,C90B40,80AFB980,actors
ovl_Bg_Zg,E94C50,E950A0,C90B40,C90E20,80AFC470,actors
ovl_En_Heishi4,E950A0,E95FA0,C90E20,C91710,80AFC8C0,actors
ovl_En_Zl3,E95FA0,E9DDF0,C91710,C94CC0,80AFD7C0,actors
ovl_Boss_Ganon2,E9DDF0,EAF140,C94CC0,C9DC80,80B05610,actors
ovl_En_Kakasi,EAF140,EAFE80,C9DC80,C9E500,80B18480,actors
ovl_En_Takara_Man,EAFE80,EB0740,C9E500,C9EB20,80B191C0,actors
ovl_Obj_Makeoshihiki,EB0740,EB0BD0,C9EB20,C9EE50,80B19A80,actors
ovl_Oceff_Spot,EB0BD0,EB1B00,C9EE50,C9F9C0,80B19F10,actors
ovl_End_Title,EB1B00,EB7540,C9F9C0,CA1670,80B1AE40,actors
ovl_En_Torch,EB7540,EB7630,CA1670,CA1740,80B20880,actors
ovl_Demo_Ec,EB7630,EBAE90,CA1740,CA2A30,80B20970,actors
ovl_Shot_Sun,EBAE90,EBB550,CA2A30,CA2EF0,80B241D0,actors
ovl_En_Dy_Extra,EBB550,EBBAF0,CA2EF0,CA3300,80B24890,actors
ovl_En_Wonder_Talk2,EBBAF0,EBC190,CA3300,CA37A0,80B24E30,actors
ovl_En_Ge2,EBC190,EBDB30,CA37A0,CA4690,80B254D0,actors
ovl_Obj_Roomtimer,EBDB30,EBDD80,CA4690,CA4850,80B26E70,actors
ovl_En_Ssh,EBDD80,EC0370,CA4850,CA5EA0,80B270C0,actors
ovl_En_Sth,EC0370,EC4430,CA5EA0,CA8540,80B296B0,actors
ovl_Oceff_Wipe,EC4430,EC51B0,CA8540,CA8FA0,80B2D770,actors
ovl_Effect_Ss_Dust,EC51B0,EC59F0,CA8FA0,CA9530,80B2E4F0,effects
ovl_Effect_Ss_KiraKira,EC59F0,EC6060,CA9530,CA99D0,80B2ED30,effects
ovl_Effect_Ss_Bomb,EC6060,EC6490,CA99D0,CA9D00,80B2F3A0,effects
ovl_Effect_Ss_Bomb2,EC6490,EC6D90,CA9D00,CAA290,80B2F7D0,effects
ovl_Effect_Ss_Blast,EC6D90,EC7120,CAA290,CAA560,80B300D0,effects
ovl_Effect_Ss_G_Spk,EC7120,EC76D0,CAA560,CAA990,80B30460,effects
ovl_Effect_Ss_D_Fire,EC76D0,EC7BC0,CAA990,CAAD60,80B30A10,effects
ovl_Effect_Ss_Bubble,EC7BC0,EC8040,CAAD60,CAB0B0,80B30F00,effects
ovl_Effect_Ss_G_Ripple,EC8040,EC85A0,CAB0B0,CAB4B0,80B31380,effects
ovl_Effect_Ss_G_Splash,EC85A0,EC8A50,CAB4B0,CAB7C0,80B318E0,effects
ovl_Effect_Ss_G_Magma,EC8A50,EC8CB0,CAB7C0,CAB9A0,80B31D90,effects
ovl_Effect_Ss_G_Fire,EC8CB0,EC8F40,CAB9A0,CABB90,80B31FF0,effects
ovl_Effect_Ss_Lightning,EC8F40,EC9610,CABB90,CAC0C0,80B32280,effects
ovl_Effect_Ss_Dt_Bubble,EC9610,EC9BA0,CAC0C0,CAC4C0,80B32950,effects
ovl_Effect_Ss_Hahen,EC9BA0,ECA1E0,CAC4C0,CAC8E0,80B32EE0,effects
ovl_Effect_Ss_Stick,ECA1E0,ECA580,CAC8E0,CACB90,80B33520,effects
ovl_Effect_Ss_Sibuki,ECA580,ECAC50,CACB90,CAD080,80B338C0,effects
ovl_Effect_Ss_Sibuki2,ECAC50,ECAF80,CAD080,CAD300,80B33F90,effects
ovl_Effect_Ss_G_Magma2,ECAF80,ECB490,CAD300,CAD6E0,80B342C0,effects
ovl_Effect_Ss_Stone1,ECB490,ECB810,CAD6E0,CAD990,80B347D0,effects
ovl_Effect_Ss_HitMark,ECB810,ECBD60,CAD990,CADD60,80B34B50,effects
ovl_Effect_Ss_Fhg_Flash,ECBD60,ECCCE0,CADD60,CAE5E0,80B350A0,effects
ovl_Effect_Ss_K_Fire,ECCCE0,ECD120,CAE5E0,CAE930,80B36020,effects
ovl_Effect_Ss_Solder_Srch_Ball,ECD120,ECD2D0,CAE930,CAEA90,80B36460,effects
ovl_Effect_Ss_Kakera,ECD2D0,ECE360,CAEA90,CAF4C0,80B36610,effects
ovl_Effect_Ss_Ice_Piece,ECE360,ECE7A0,CAF4C0,CAF810,80B376A0,effects
ovl_Effect_Ss_En_Ice,ECE7A0,ECF060,CAF810,CAFE60,80B37AE0,effects
ovl_Effect_Ss_Fire_Tail,ECF060,ECF760,CAFE60,CB0390,80B383A0,effects
ovl_Effect_Ss_En_Fire,ECF760,ECFEB0,CB0390,CB08F0,80B38AA0,effects
ovl_Effect_Ss_Extra,ECFEB0,ED0270,CB08F0,CB0BE0,80B391F0,effects
ovl_Effect_Ss_Fcircle,ED0270,ED0720,CB0BE0,CB0F80,80B395B0,effects
ovl_Effect_Ss_Dead_Db,ED0720,ED0C00,CB0F80,CB1360,80B39A60,effects
ovl_Effect_Ss_Dead_Dd,ED0C00,ED1190,CB1360,CB1780,80B39F40,effects
ovl_Effect_Ss_Dead_Ds,ED1190,ED1610,CB1780,CB1AF0,80B3A4D0,effects
ovl_Effect_Ss_Dead_Sound,ED1610,ED1750,CB1AF0,CB1C00,80B3A950,effects
ovl_Oceff_Storm,ED1750,ED3300,CB1C00,CB33A0,80B3AA90,actors
ovl_En_Weiyer,ED3300,ED4D00,CB33A0,CB4250,80B3C640,actors
ovl_Bg_Spot05_Soko,ED4D00,ED5020,CB4250,CB4480,80B3E040,actors
ovl_Bg_Jya_1flift,ED5020,ED56B0,CB4480,CB48B0,80B3E360,actors
ovl_Bg_Jya_Haheniron,ED56B0,ED5EA0,CB48B0,CB4E10,80B3E9F0,actors
ovl_Bg_Spot12_Gate,ED5EA0,ED62B0,CB4E10,CB50C0,80B3F1E0,actors
ovl_Bg_Spot12_Saku,ED62B0,ED6770,CB50C0,CB53F0,80B3F5F0,actors
ovl_En_Hintnuts,ED6770,ED81A0,CB53F0,CB62E0,80B3FAB0,actors
ovl_En_Nutsball,ED81A0,ED87C0,CB62E0,CB6760,80B414E0,actors
ovl_Bg_Spot00_Break,ED87C0,ED8960,CB6760,CB68A0,80B41B00,actors
ovl_En_Shopnuts,ED8960,ED9870,CB68A0,CB7170,80B41CA0,actors
ovl_En_It,ED9870,ED9A00,CB7170,CB7280,80B42BB0,actors
ovl_En_GeldB,ED9A00,EDEDB0,CB7280,CB9DA0,80B42D40,actors
ovl_Oceff_Wipe2,EDEDB0,EE0520,CB9DA0,CBA9E0,80B480F0,actors
ovl_Oceff_Wipe3,EE0520,EE1C70,CBA9E0,CBBA20,80B49860,actors
ovl_En_Niw_Girl,EE1C70,EE2740,CBBA20,CBC1D0,80B4AFB0,actors
ovl_En_Dog,EE2740,EE38F0,CBC1D0,CBCC50,80B4BA80,actors
ovl_En_Si,EE38F0,EE3DF0,CBCC50,CBCFC0,80B4CC30,actors
ovl_Bg_Spot01_Objects2,EE3DF0,EE42B0,CBCFC0,CBD330,80B4D130,actors
ovl_Obj_Comb,EE42B0,EE4B10,CBD330,CBD940,80B4D5F0,actors
ovl_Bg_Spot11_Bakudankabe,EE4B10,EE5150,CBD940,CBDDB0,80B4DE50,actors
ovl_Obj_Kibako2,EE5150,EE5810,CBDDB0,CBE260,80B4E490,actors
ovl_En_Dnt_Demo,EE5810,EE6530,CBE260,CBEB10,80B4EB50,actors
ovl_En_Dnt_Jiji,EE6530,EE7A50,CBEB10,CBF5F0,80B4F870,actors
ovl_En_Dnt_Nomal,EE7A50,EEA850,CBF5F0,CC0D90,80B50D90,actors
ovl_En_Guest,EEA850,EEB1F0,CC0D90,CC1440,80B53B90,actors
ovl_Bg_Bom_Guard,EEB1F0,EEB410,CC1440,CC15F0,80B54530,actors
ovl_En_Hs2,EEB410,EEB9F0,CC15F0,CC19F0,80B54750,actors
ovl_Demo_Kekkai,EEB9F0,EECCE0,CC19F0,CC2630,80B54D30,actors
ovl_Bg_Spot08_Bakudankabe,EECCE0,EED380,CC2630,CC2AE0,80B56020,actors
ovl_Bg_Spot17_Bakudankabe,EED380,EEDA70,CC2AE0,CC2FC0,80B566C0,actors
ovl_Obj_Mure3,EEDA70,EEE240,CC2FC0,CC34F0,80B56DB0,actors
ovl_En_Tg,EEE240,EEE920,CC34F0,CC39A0,80B57580,actors
ovl_En_Mu,EEE920,EEF240,CC39A0,CC4000,80B57C60,actors
ovl_En_Go2,EEF240,EF5280,CC4000,CC7460,80B58580,actors
ovl_En_Wf,EF5280,EF9590,CC7460,CC97F0,80B5E5C0,actors
ovl_En_Skb,EF9590,EFAE80,CC97F0,CCA720,80B628D0,actors
ovl_Demo_Gj,EFAE80,EFEB30,CCA720,CCBEA0,80B641C0,actors
ovl_Demo_Geff,EFEB30,EFF350,CCBEA0,CCC380,80B67E70,actors
ovl_Bg_Gnd_Firemeiro,EFF350,EFF8A0,CCC380,CCC720,80B68690,actors
ovl_Bg_Gnd_Darkmeiro,EFF8A0,F00060,CCC720,CCCC00,80B68BE0,actors
ovl_Bg_Gnd_Soulmeiro,F00060,F008C0,CCCC00,CCD1D0,80B693A0,actors
ovl_Bg_Gnd_Nisekabe,F008C0,F00A30,CCD1D0,CCD2F0,80B69C00,actors
ovl_Bg_Gnd_Iceblock,F00A30,F01B20,CCD2F0,CCDC00,80B69D70,actors
ovl_Bg_Ydan_Sp,F01B20,F03240,CCDC00,CCEA50,80B6AE70,actors
ovl_En_Gb,F03240,F04970,CCEA50,CCF8E0,80B6C590,actors
ovl_En_Gs,F04970,F067E0,CCF8E0,CD0BD0,80B6DCC0,actors
ovl_Bg_Mizu_Bwall,F067E0,F07CB0,CD0BD0,CD1780,80B6FB30,actors
ovl_Bg_Mizu_Shutter,F07CB0,F084B0,CD1780,CD1CB0,80B71000,actors
ovl_En_Daiku_Kakariko,F084B0,F09870,CD1CB0,CD2940,80B71800,actors
ovl_Bg_Bowl_Wall,F09870,F0A1F0,CD2940,CD3000,80B72BC0,actors
ovl_En_Wall_Tubo,F0A1F0,F0A6E0,CD3000,CD3370,80B73540,actors
ovl_En_Po_Desert,F0A6E0,F0B4A0,CD3370,CD3CD0,80B73A30,actors
ovl_En_Crow,F0B4A0,F0CB40,CD3CD0,CD4B00,80B747F0,actors
ovl_Door_Killer,F0CB40,F0E0B0,CD4B00,CD58C0,80B75E90,actors
ovl_Bg_Spot11_Oasis,F0E0B0,F0E7E0,CD58C0,CD5DE0,80B77400,actors
ovl_Bg_Spot18_Futa,F0E7E0,F0E980,CD5DE0,CD5F20,80B77B30,actors
ovl_Bg_Spot18_Shutter,F0E980,F0EED0,CD5F20,CD62A0,80B77CD0,actors
ovl_En_Ma3,F0EED0,F0FE80,CD62A0,CD6CA0,80B78220,actors
ovl_En_Cow,F0FE80,F112E0,CD6CA0,CD77D0,80B791D0,actors
ovl_Bg_Ice_Turara,F112E0,F11B10,CD77D0,CD7D70,80B7A630,actors
ovl_Bg_Ice_Shutter,F11B10,F11F80,CD7D70,CD8040,80B7AE60,actors
ovl_En_Kakasi2,F11F80,F126A0,CD8040,CD84E0,80B7B2D0,actors
ovl_En_Kakasi3,F126A0,F13780,CD84E0,CD8F40,80B7B9F0,actors
ovl_Oceff_Wipe4,F13780,F14760,CD8F40,CD9970,80B7CAD0,actors
ovl_En_Eg,F14760,F14910,CD9970,CD9AB0,80B7DAB0,actors
ovl_Bg_Menkuri_Nisekabe,F14910,F14A60,CD9AB0,CD9BB0,80B7DC60,actors
ovl_En_Zo,F14A60,F17020,CD9BB0,CDB1A0,80B7DDB0,actors
ovl_Effect_Ss_Ice_Smoke,F17020,F17500,CDB1A0,CDB530,80B80370,effects
ovl_Obj_Makekinsuta,F17500,F17650,CDB530,CDB650,80B80850,actors
ovl_En_Ge3,F17650,F18290,CDB650,CDBDE0,80B809A0,actors
ovl_Obj_Timeblock,F18290,F18EE0,CDBDE0,CDC570,80B815E0,actors
ovl_Obj_Hamishi,F18EE0,F19730,CDC570,CDCB40,80B82230,actors
ovl_En_Zl4,F19730,F1E160,CDCB40,CDEB30,80B82A80,actors
ovl_En_Mm2,F1E160,F1EF20,CDEB30,CDF3F0,80B874B0,actors
ovl_Bg_Jya_Block,F1EF20,F1F190,CDF3F0,CDF5F0,80B88270,actors
ovl_Obj_Warp2block,F1F190,F1FCC0,CDF5F0,CDFD50,80B884E0,actors
